City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
305,Chibombo,ZM,-14.66,28.07,53.87,92,0,6.49,clear sky,0.0,0.0
306,Lorengau,PG,-2.02,147.27,86.52,64,66,7.99,broken clouds,0.0,0.0
307,Kishi,NG,9.08,3.85,73.58,93,85,7.18,overcast clouds,0.0,0.0
308,Bulgan,MN,48.81,103.53,60.89,42,100,22.19,overcast clouds,0.0,0.0
309,Sobolevo,RU,54.43,31.9,42.58,88,19,15.37,few clouds,0.0,0.0
310,Buala,SB,-8.14,159.59,85.62,67,39,2.93,light rain,0.23,0.0
311,Zhuji,CN,29.72,120.24,88.0,55,20,4.47,few clouds,0.0,0.0
312,Ladario,BR,-19.0,-57.6,70.79,88,60,3.85,broken clouds,0.0,0.0
313,Xichang,CN,27.9,102.26,77.92,53,40,4.03,light rain,0.46,0.0
314,Vangaindrano,MG,-23.35,47.6,67.75,89,82,6.53,light rain,0.38,0.0
315,Nalut,LY,30.33,10.85,70.72,43,2,15.73,clear sky,0.0,0.0
316,Codrington,AU,-38.27,141.97,49.48,67,100,23.6,overcast clouds,0.0,0.0
317,Nuuk,GL,64.18,-51.72,35.6,93,99,5.82,overcast clouds,0.0,0.0
318,Urumqi,CN,43.8,87.6,84.2,18,0,4.47,clear sky,0.0,0.0
319,Wagar,SD,16.15,36.2,86.92,19,46,4.56,scattered clouds,0.0,0.0
320,Khatanga,RU,71.97,102.5,49.93,54,55,14.18,broken clouds,0.0,0.0
321,Teluk Nibung,ID,3.0,99.82,88.75,62,93,2.59,overcast clouds,0.0,0.0
322,Boende,CD,-0.22,20.87,72.52,94,100,1.81,overcast clouds,0.0,0.0
323,La Ceiba,HN,15.76,-86.78,80.15,78,100,4.09,overcast clouds,0.0,0.0
324,Severo-Kurilsk,RU,50.68,156.12,44.65,66,99,3.2,overcast clouds,0.0,0.0
325,Itarema,BR,-2.92,-39.92,75.96,90,50,7.72,scattered clouds,0.0,0.0
326,Beringovskiy,RU,63.05,179.32,43.45,62,24,12.95,few clouds,0.0,0.0
327,Taltal,CL,-25.4,-70.48,57.78,80,0,0.4,clear sky,0.0,0.0
328,Santa Lucia,ES,27.91,-15.54,66.99,72,20,1.12,few clouds,0.0,0.0
329,Clyde River,CA,70.47,-68.59,23.0,100,90,2.24,overcast clouds,0.0,0.0
330,Liusha,CN,27.21,108.59,80.44,70,79,2.19,broken clouds,0.0,0.0
331,Sur,OM,22.57,59.53,93.45,51,64,8.32,broken clouds,0.0,0.0
332,Sarangani,PH,5.4,125.46,84.99,73,45,10.98,scattered clouds,0.0,0.0
333,Minas,UY,-34.38,-55.24,54.0,76,75,24.16,broken clouds,0.0,0.0
334,Qeshm,IR,26.96,56.27,91.4,66,15,4.7,haze,0.0,0.0
335,Hudson Bay,CA,52.85,-102.38,60.82,84,100,6.58,light rain,0.51,0.0
336,Were Ilu,ET,10.6,39.43,57.83,54,65,2.62,broken clouds,0.0,0.0
337,Duluth,US,46.78,-92.11,57.99,66,1,4.29,clear sky,0.0,0.0
338,San Cristobal,VE,7.77,-72.22,66.36,92,100,0.81,light rain,0.46,0.0
339,Icatu,BR,-2.78,-44.07,77.0,100,75,3.09,broken clouds,0.0,0.0
340,Sinnamary,GF,5.38,-52.95,77.94,85,88,9.24,overcast clouds,0.0,0.0
341,Matagami,CA,49.75,-77.63,35.6,93,1,5.82,clear sky,0.0,0.0
342,Dakoro,NE,14.51,6.76,87.6,39,47,6.85,scattered clouds,0.0,0.0
343,Praia Da Vitoria,PT,38.73,-27.07,62.6,72,40,17.4,scattered clouds,0.0,0.0
344,Kang,BW,-23.68,22.79,51.13,46,0,7.47,clear sky,0.0,0.0
345,Bereda,ES,43.27,-7.54,61.0,100,87,1.01,overcast clouds,0.0,0.0
346,Uglegorsk,RU,49.08,142.03,59.77,54,0,12.64,clear sky,0.0,0.0
347,Antofagasta,CL,-23.65,-70.4,62.6,88,75,5.82,broken clouds,0.0,0.0
348,Guiratinga,BR,-16.35,-53.76,64.53,70,0,3.4,clear sky,0.0,0.0
349,Maldonado,UY,-34.67,-54.92,54.0,76,75,24.16,broken clouds,0.0,0.0
350,Husavik,IS,66.04,-17.34,46.4,61,61,19.46,broken clouds,0.0,0.0
351,Birao,CF,10.28,22.79,78.04,54,8,3.51,clear sky,0.0,0.0
352,Duekoue,CI,6.75,-7.35,70.02,98,80,2.17,broken clouds,0.0,0.0
353,Aklavik,CA,68.22,-135.01,50.0,58,5,13.87,clear sky,0.0,0.0
354,Marquette,US,46.53,-87.63,51.8,57,1,4.7,clear sky,0.0,0.0
355,Amahai,ID,-3.33,128.92,84.33,73,57,8.93,broken clouds,0.0,0.0
356,Walvis Bay,NA,-22.96,14.51,69.8,21,0,3.36,clear sky,0.0,0.0
357,Puerto Escondido,MX,15.85,-97.07,80.28,79,94,7.47,light rain,0.18,0.0
358,Comodoro Rivadavia,AR,-45.87,-67.5,46.4,70,16,6.93,few clouds,0.0,0.0
359,Fallon,US,39.47,-118.78,73.4,18,1,5.82,clear sky,0.0,0.0
360,Santa Rosa,PH,14.31,121.11,93.0,63,40,10.29,scattered clouds,0.0,0.0
361,Karaton,ID,-6.34,106.1,89.6,66,20,11.41,few clouds,0.0,0.0
362,Huari,PE,-9.33,-77.23,36.46,98,85,1.9,light rain,0.25,0.0
363,Broome,US,42.25,-75.83,46.4,61,90,4.7,overcast clouds,0.0,0.0
364,Kukes,AL,42.08,20.42,50.11,76,84,2.44,broken clouds,0.0,0.0
365,Pemba,MZ,-12.97,40.52,70.99,80,1,17.76,clear sky,0.0,0.0
366,Gulariya,NP,28.23,81.33,81.0,88,70,3.74,light rain,0.22,0.0
367,Yar-Sale,RU,66.83,70.83,40.64,69,93,11.52,overcast clouds,0.0,0.0
368,Nhulunbuy,AU,-12.23,136.77,86.0,48,6,12.75,clear sky,0.0,0.0
369,Port Lincoln,AU,-34.73,135.87,57.36,59,58,15.77,broken clouds,0.0,0.0
370,Mount Gambier,AU,-37.83,140.77,51.8,66,40,23.04,scattered clouds,0.0,0.0
371,Liku,ID,-0.73,119.89,86.99,64,35,3.24,light rain,0.68,0.0
372,Airai,TL,-8.93,125.41,72.81,64,0,5.19,clear sky,0.0,0.0
373,Demirci,TR,39.05,28.66,52.41,72,9,1.52,clear sky,0.0,0.0
374,Saldanha,ZA,-33.01,17.94,50.0,87,0,4.43,clear sky,0.0,0.0
375,Pacific Grove,US,36.62,-121.92,60.8,77,90,5.82,overcast clouds,0.0,0.0
376,Karpogory,RU,64.0,44.45,42.46,64,72,8.72,broken clouds,0.0,0.0
377,Vigrestad,NO,58.57,5.7,50.0,81,100,3.36,overcast clouds,0.0,0.0
378,Cap-Aux-Meules,CA,47.38,-61.86,37.51,99,98,9.73,overcast clouds,0.0,0.0
379,Te Anau,NZ,-45.42,167.72,52.52,66,4,2.1,clear sky,0.0,0.0
380,Mega,ET,4.05,38.3,58.35,100,56,10.4,broken clouds,0.0,0.0
381,West Lafayette,US,40.43,-86.91,62.6,42,1,6.93,clear sky,0.0,0.0
382,Raudeberg,NO,61.99,5.14,54.0,85,94,3.71,overcast clouds,0.0,0.0
383,Isangel,VU,-19.55,169.27,82.4,78,20,5.82,few clouds,0.0,0.0
384,Iqaluit,CA,63.75,-68.51,30.2,86,90,12.75,light snow,0.0,0.0
385,Zhezkazgan,KZ,47.8,67.71,87.8,12,20,6.71,few clouds,0.0,0.0
386,Vila Velha,BR,-20.33,-40.29,68.0,93,23,2.24,few clouds,0.0,0.0
387,Paso De Los Toros,UY,-32.82,-56.52,48.24,73,75,8.63,broken clouds,0.0,0.0
388,Cururupu,BR,-1.83,-44.87,74.07,95,100,1.23,overcast clouds,0.0,0.0
389,Noyabrsk,RU,63.2,75.45,43.65,63,89,12.37,overcast clouds,0.0,0.0
390,Ust-Nera,RU,64.57,143.2,41.65,74,100,3.47,snow,0.0,0.63
391,Pimentel,PE,-6.84,-79.93,67.87,87,98,13.47,overcast clouds,0.0,0.0
392,Avera,US,33.19,-82.53,73.4,83,1,5.82,clear sky,0.0,0.0
393,Vicuna,CL,-30.03,-70.71,55.4,93,1,2.24,light rain,0.3,0.0
394,Stornoway,GB,58.21,-6.39,46.4,93,90,1.12,overcast clouds,0.0,0.0
395,Kieta,PG,-6.22,155.63,84.18,72,74,3.62,light rain,0.58,0.0
396,Tsaratanana,MG,-16.78,47.65,67.51,69,0,11.54,clear sky,0.0,0.0
397,Gat,IL,31.61,34.76,64.0,83,0,1.99,clear sky,0.0,0.0
398,Robertson,US,36.52,-86.87,60.01,77,1,7.83,clear sky,0.0,0.0
399,Mukhen,RU,48.1,136.1,79.79,30,17,4.27,few clouds,0.0,0.0
400,Seoul,KR,37.57,126.98,77.0,49,20,11.41,few clouds,0.0,0.0
401,Punta Alta,AR,-38.88,-62.07,47.05,74,90,7.02,overcast clouds,0.0,0.0
402,Cumra,TR,37.57,32.77,48.2,61,0,2.24,clear sky,0.0,0.0
403,Pundaguitan,PH,6.37,126.17,84.94,70,82,5.32,broken clouds,0.0,0.0
404,Korla,CN,41.76,86.15,83.62,15,0,10.11,clear sky,0.0,0.0
405,Sirsi,IN,14.62,74.85,79.38,76,100,3.33,overcast clouds,0.0,0.0
406,Tura,IN,25.52,90.22,80.35,86,24,5.1,light rain,0.69,0.0
407,Lawrenceburg,US,38.04,-84.9,57.2,62,1,3.36,clear sky,0.0,0.0
408,Dongsheng,CN,39.82,109.98,73.15,18,67,35.57,broken clouds,0.0,0.0
409,Taksimo,RU,56.34,114.88,63.5,30,59,3.76,broken clouds,0.0,0.0
410,Sayyan,YE,15.17,44.32,65.62,36,72,2.37,broken clouds,0.0,0.0
411,Chitral,PK,35.85,71.79,69.76,24,86,1.57,overcast clouds,0.0,0.0
412,Dubrovka,RU,53.69,33.51,46.4,87,75,13.42,broken clouds,0.0,0.0
413,Honningsvag,NO,70.98,25.97,45.75,88,100,10.2,overcast clouds,0.0,0.0
414,Makat,KZ,47.65,53.35,75.06,36,17,10.74,few clouds,0.0,0.0
415,Tilichiki,RU,60.47,166.1,47.14,73,91,5.39,overcast clouds,0.0,0.0
416,Mucurapo,TT,10.67,-61.53,79.0,83,20,9.71,few clouds,0.0,0.0
417,Jacarezinho,BR,-23.16,-49.97,59.25,90,0,0.85,clear sky,0.0,0.0
418,Shaunavon,CA,49.65,-108.42,59.81,44,22,15.64,few clouds,0.0,0.0
419,Toccoa,US,34.58,-83.33,73.4,69,90,5.82,overcast clouds,0.0,0.0
420,Lahad Datu,MY,5.03,118.33,85.62,75,38,2.55,light rain,0.68,0.0
421,Kununurra,AU,-15.77,128.73,89.6,5,0,6.93,clear sky,0.0,0.0
422,Punta Gorda,US,26.93,-82.05,81.0,83,40,10.29,scattered clouds,0.0,0.0
423,Lake Havasu City,US,34.48,-114.32,91.99,13,1,4.7,clear sky,0.0,0.0
424,Staryy Nadym,RU,65.61,72.68,40.53,69,89,13.35,overcast clouds,0.0,0.0
425,Port-Gentil,GA,-0.72,8.78,78.39,83,100,8.46,overcast clouds,0.0,0.0
426,Tizapan El Alto,MX,20.17,-103.07,78.8,34,75,11.41,smoke,0.0,0.0
427,Anshun,CN,26.25,105.93,72.55,78,76,4.92,light rain,0.21,0.0
428,Tokmak,UA,47.25,35.71,58.03,81,0,10.13,clear sky,0.0,0.0
429,Sheopur,IN,25.67,76.7,97.38,29,0,0.89,clear sky,0.0,0.0
430,Ende,ID,-8.84,121.66,84.47,61,73,4.7,broken clouds,0.0,0.0
431,Brainerd,US,46.36,-94.2,68.0,42,90,5.82,overcast clouds,0.0,0.0
432,Ust-Ordynskiy,RU,52.8,104.75,62.6,59,64,6.71,light rain,0.29,0.0
433,Upata,VE,8.01,-62.4,77.0,93,100,3.0,overcast clouds,0.0,0.0
434,El Alto,PE,-4.27,-81.21,69.19,83,100,14.18,overcast clouds,0.0,0.0
435,Lucera,IT,41.51,15.34,57.2,87,75,8.05,broken clouds,0.0,0.0
436,Grindavik,IS,63.84,-22.43,42.8,81,75,8.05,shower rain,0.0,0.0
437,Johnson City,US,36.31,-82.35,62.6,62,1,2.98,clear sky,0.0,0.0
438,Sitka,US,57.05,-135.33,48.2,93,90,16.11,light rain,0.0,0.0
439,Silver City,US,32.77,-108.28,71.01,19,1,8.05,clear sky,0.0,0.0
440,Dawei,MM,14.08,98.2,90.5,56,57,4.83,broken clouds,0.0,0.0
441,Pitimbu,BR,-7.47,-34.81,74.91,83,85,5.12,overcast clouds,0.0,0.0
442,Conceicao Do Araguaia,BR,-8.26,-49.26,72.75,79,27,1.9,scattered clouds,0.0,0.0
443,General Pico,AR,-35.66,-63.76,37.49,74,0,2.46,clear sky,0.0,0.0
444,Lavrentiya,RU,65.58,-171.0,52.97,47,65,12.82,broken clouds,0.0,0.0
445,Alice Springs,AU,-23.7,133.88,66.2,25,0,10.29,clear sky,0.0,0.0
446,Mirnyy,RU,62.54,113.96,64.4,22,0,8.95,clear sky,0.0,0.0
447,Dubna,RU,56.73,37.17,45.73,92,100,10.29,overcast clouds,0.0,0.0
448,San Antonio,US,29.42,-98.49,73.99,88,1,4.7,moderate rain,1.52,0.0
449,La Macarena,CO,2.18,-73.78,72.95,94,76,2.35,broken clouds,0.0,0.0
450,Sistranda,NO,63.73,8.83,53.6,76,0,10.29,clear sky,0.0,0.0
451,Lompoc,US,34.64,-120.46,60.8,77,1,8.05,clear sky,0.0,0.0
452,Matina,CR,10.08,-83.29,78.33,81,90,2.89,light rain,0.39,0.0
453,Berlevag,NO,70.86,29.09,45.73,90,100,13.67,overcast clouds,0.0,0.0
454,Amalapuram,IN,16.58,82.02,91.4,66,40,5.82,scattered clouds,0.0,0.0
455,Weligama,LK,5.97,80.42,84.7,73,97,7.54,overcast clouds,0.0,0.0
456,Povoa De Varzim,PT,41.38,-8.76,62.01,93,20,3.36,few clouds,0.0,0.0
457,Jalingo,NG,8.88,11.37,77.0,87,98,4.38,overcast clouds,0.0,0.0
458,Banda Aceh,ID,5.56,95.32,86.02,68,100,4.59,overcast clouds,0.0,0.0
459,Santa Maria,BR,-29.68,-53.81,45.86,87,10,2.73,clear sky,0.0,0.0
460,Madimba,TZ,-10.4,40.33,71.6,78,20,19.46,few clouds,0.0,0.0
461,Tateyama,JP,34.98,139.87,71.01,94,75,3.36,light rain,0.0,0.0
462,Churachandpur,IN,24.33,93.67,71.6,73,75,1.12,mist,0.0,0.0
463,Ballina,AU,-28.87,153.57,75.99,53,9,12.75,clear sky,0.0,0.0
464,Harper,LR,4.38,-7.72,75.92,91,42,4.83,moderate rain,1.22,0.0
465,Faya,SA,18.39,42.45,68.0,45,9,2.59,clear sky,0.0,0.0
466,Sandpoint,US,48.28,-116.55,54.0,100,90,3.06,overcast clouds,0.0,0.0
467,Dawson Creek,CA,55.77,-120.24,60.8,38,20,17.22,few clouds,0.0,0.0
468,Buckie,GB,57.68,-2.96,51.01,76,0,3.36,clear sky,0.0,0.0
469,Otradnoye,RU,59.78,30.82,46.4,64,0,8.95,clear sky,0.0,0.0
470,Tairua,NZ,-37.02,175.85,64.0,92,100,10.0,moderate rain,1.34,0.0
471,Phulji,PK,26.88,67.68,97.79,35,0,6.33,clear sky,0.0,0.0
472,Saint-Junien,FR,45.88,0.9,59.0,58,0,3.36,light rain,0.2,0.0
473,Tadine,NC,-21.55,167.88,75.16,84,81,11.9,broken clouds,0.0,0.0
474,Nemuro,JP,43.32,145.57,75.2,50,20,8.05,few clouds,0.0,0.0
475,Chirongui,YT,-12.93,45.15,80.6,69,0,18.34,clear sky,0.0,0.0
476,Goderich,CA,43.75,-81.72,52.0,67,58,11.14,broken clouds,0.0,0.0
477,Axim,GH,4.87,-2.24,78.44,84,27,3.47,scattered clouds,0.0,0.0
478,Lhokseumawe,ID,5.18,97.15,85.68,65,100,4.65,overcast clouds,0.0,0.0
479,Kota Kinabalu,MY,5.97,116.07,88.0,74,40,8.05,thunderstorm,0.0,0.0
480,Coos Bay,US,43.37,-124.22,55.99,76,1,20.8,clear sky,0.0,0.0
481,Eureka,US,40.8,-124.16,55.99,39,96,3.0,overcast clouds,0.0,0.0
482,Kakamega,KE,0.28,34.75,60.12,90,84,4.23,broken clouds,0.0,0.0
483,Ures,MX,29.43,-110.4,81.0,53,30,5.99,heavy intensity rain,15.04,0.0
484,La Ronge,CA,55.1,-105.28,68.0,34,90,14.99,overcast clouds,0.0,0.0
485,Kaeo,NZ,-35.1,173.78,64.0,3,42,8.01,light rain,0.36,0.0
486,Penzance,GB,50.12,-5.54,57.99,82,0,19.46,clear sky,0.0,0.0
487,Athabasca,CA,54.72,-113.29,59.77,82,100,14.83,light rain,0.79,0.0
488,Camapua,BR,-19.53,-54.04,66.27,74,0,2.39,clear sky,0.0,0.0
489,Tarauaca,BR,-8.16,-70.77,72.7,96,95,1.88,overcast clouds,0.0,0.0
490,Makakilo City,US,21.35,-158.09,84.2,51,40,8.05,scattered clouds,0.0,0.0
491,Aleksandrov Gay,RU,50.15,48.57,65.84,61,1,7.9,clear sky,0.0,0.0
492,Wangqing,CN,43.32,129.76,55.67,88,99,3.71,light rain,0.7,0.0
493,Ekuvukeni,ZA,-28.47,30.16,47.93,53,0,2.44,clear sky,0.0,0.0
494,Maryborough,AU,-25.53,152.7,70.0,77,100,1.01,overcast clouds,0.0,0.0
495,Naze,JP,28.37,129.48,80.6,88,75,4.7,broken clouds,0.0,0.0
496,Norman Wells,CA,65.28,-126.83,51.8,53,75,6.93,broken clouds,0.0,0.0
497,Ambilobe,MG,-13.2,49.05,70.59,74,0,3.89,clear sky,0.0,0.0
498,Along,IN,28.17,94.77,72.43,85,97,2.42,light rain,0.71,0.0
499,Cocorit,MX,27.58,-109.97,84.51,40,93,8.43,overcast clouds,0.0,0.0
500,Funadhoo,MV,6.15,73.27,83.26,78,100,13.42,light rain,0.76,0.0
501,Bilibino,RU,68.05,166.44,54.84,41,53,5.66,broken clouds,0.0,0.0
502,Dakar,SN,14.69,-17.44,71.6,88,75,2.24,broken clouds,0.0,0.0
503,Solnechnyy,RU,50.72,136.63,66.97,59,100,6.31,light rain,0.21,0.0
504,Hamada,JP,34.88,132.08,77.0,69,75,9.17,light intensity shower rain,0.0,0.0
505,Dolores,AR,-36.31,-57.68,43.3,88,34,8.9,scattered clouds,0.0,0.0
506,Saint-Pierre,RE,-21.34,55.48,69.8,56,6,10.29,clear sky,0.0,0.0
507,Da Lat,VN,11.95,108.44,77.94,64,70,1.23,light rain,0.58,0.0
508,Oranjemund,NA,-28.55,16.43,59.16,45,0,5.48,clear sky,0.0,0.0
509,Ustka,PL,54.58,16.86,51.12,82,0,10.45,clear sky,0.0,0.0
510,Luba,GQ,3.46,8.55,79.56,79,98,3.27,light rain,0.42,0.0
511,Beian,NO,63.66,9.57,55.0,76,0,10.29,clear sky,0.0,0.0
512,Itacoatiara,BR,-3.14,-58.44,75.04,94,96,1.72,overcast clouds,0.0,0.0
513,Ronne,DK,55.1,14.71,51.8,81,0,6.93,clear sky,0.0,0.0
514,Preston,GB,53.77,-2.72,52.0,77,0,6.2,clear sky,0.0,0.0
515,Dwarka,IN,22.24,68.97,85.69,76,75,12.21,broken clouds,0.0,0.0
516,Novosysoyevka,RU,44.23,133.36,63.88,76,94,8.93,moderate rain,1.28,0.0
517,Kiunga,PG,-6.12,141.29,81.84,90,98,3.89,moderate rain,2.35,0.0
518,Rancho Palos Verdes,US,33.74,-118.39,64.0,85,100,3.0,overcast clouds,0.0,0.0
519,Jablah,SY,35.36,35.93,59.0,87,40,4.7,scattered clouds,0.0,0.0
520,Sisimiut,GL,66.94,-53.67,37.45,78,100,3.0,overcast clouds,0.0,0.0
521,Koshurnikovo,RU,54.17,93.3,47.66,85,100,9.08,light rain,0.26,0.0
522,Moron,AR,-34.65,-58.62,52.0,80,78,1.01,broken clouds,0.0,0.0
523,Kupang,ID,-10.17,123.58,89.6,52,20,13.87,few clouds,0.0,0.0
524,Grand-Santi,GF,4.25,-54.38,72.41,97,50,1.95,scattered clouds,0.0,0.0
525,Kimbe,PG,-5.55,150.14,85.64,72,46,3.87,moderate rain,1.28,0.0
526,Varberg,SE,57.11,12.25,53.01,71,7,4.0,clear sky,0.0,0.0
527,Viedma,AR,-40.81,-63.0,46.31,71,98,5.91,overcast clouds,0.0,0.0
528,Kamyshlov,RU,56.84,62.71,49.21,94,100,6.55,light rain,0.34,0.0
529,Aketi,CD,2.74,23.78,69.98,98,100,1.99,light rain,0.13,0.0
530,Guane,CU,22.2,-84.09,77.9,84,98,4.25,overcast clouds,0.0,0.0
531,Kalashnikovo,RU,57.28,35.23,42.3,93,100,11.1,overcast clouds,0.0,0.0
532,Abalak,RU,58.13,68.59,45.28,91,100,10.18,moderate rain,1.86,0.0
533,Ust-Shonosha,RU,61.15,41.34,44.44,61,21,9.73,few clouds,0.0,0.0
534,Belle Fourche,US,44.67,-103.85,75.2,47,1,12.75,clear sky,0.0,0.0
535,Nenjiang,CN,49.18,125.22,50.43,92,100,17.6,moderate rain,1.27,0.0
536,Yinchuan,CN,38.47,106.27,80.22,12,59,22.62,broken clouds,0.0,0.0
537,Nelson Bay,AU,-32.72,152.15,73.4,40,40,17.22,scattered clouds,0.0,0.0
538,Berdigestyakh,RU,62.1,126.7,63.32,28,42,6.08,scattered clouds,0.0,0.0
539,Fairbanks,US,64.84,-147.72,59.0,82,75,5.82,heavy intensity rain,4.32,0.0
540,Igurubi,TZ,-4.0,33.7,63.12,79,27,8.88,scattered clouds,0.0,0.0
541,Zyryanka,RU,65.75,150.85,61.5,33,97,4.81,overcast clouds,0.0,0.0
542,Burnie,AU,-41.07,145.92,59.0,8,79,2.53,broken clouds,0.0,0.0
543,Bathsheba,BB,13.22,-59.52,82.4,74,40,19.46,scattered clouds,0.0,0.0
544,Ornes,NO,66.87,13.71,55.99,66,22,16.11,few clouds,0.0,0.0
545,Plettenberg Bay,ZA,-34.05,23.37,59.14,60,0,3.51,clear sky,0.0,0.0
546,Bonthe,SL,7.53,-12.51,77.76,88,93,6.51,moderate rain,2.39,0.0
547,Soure,BR,-0.72,-48.52,77.67,84,100,0.56,light rain,0.55,0.0
548,Yendi,GH,9.44,-0.01,75.67,83,100,3.49,light rain,0.74,0.0
549,Trairi,BR,-3.28,-39.27,74.91,92,48,4.74,scattered clouds,0.0,0.0
550,Narodychi,UA,51.2,29.08,49.68,91,77,12.82,light rain,0.17,0.0
551,Kavaratti,IN,10.57,72.64,84.2,79,40,13.87,scattered clouds,0.0,0.0
552,Kulob,TJ,37.91,69.78,80.6,39,39,4.47,scattered clouds,0.0,0.0
553,Kidal,ML,18.44,1.41,88.63,20,67,3.06,broken clouds,0.0,0.0
554,Edd,ER,13.93,41.69,86.41,61,33,8.12,scattered clouds,0.0,0.0
555,Porto Walter,BR,-8.27,-72.74,73.13,93,100,1.63,overcast clouds,0.0,0.0
556,Tual,ID,-5.67,132.75,82.58,79,5,20.31,clear sky,0.0,0.0
557,Ust-Kulom,RU,61.69,53.69,46.13,57,55,10.54,broken clouds,0.0,0.0
558,Kabinda,CD,-6.13,24.48,69.08,62,44,4.36,scattered clouds,0.0,0.0
559,Marsh Harbour,BS,26.54,-77.06,78.69,71,99,6.2,overcast clouds,0.0,0.0
